date,FB,GOOGL,AMZN,DELL,IBM,INTC,AAPL,MSFT,CSCO,ORCL,NVDA,VMW,HPQ,AMD,TSM,TXN,QCOM
2017-04-27,147.7,891.44,918.38,,147.1088,35.5358,139.4274,65.7597,31.9261,43.5511,104.9614,78.2957,17.7857,13.62,31.0848,77.1906,49.1397
2017-04-28,150.25,924.52,924.99,,147.0813,34.3205,139.2917,65.9427,32.2288,43.7359,103.63,78.1877,17.8331,13.3,31.1319,75.6429,49.6292
2017-05-01,152.46,932.82,948.23,,145.7508,34.4725,142.1328,66.8577,32.1342,43.8234,105.9549,78.5699,17.9373,13.62,31.4425,75.748,49.4999
2017-05-02,152.78,937.09,946.94,,145.9894,35.0991,143.0346,66.7518,32.3896,43.9013,102.8152,77.5896,17.9089,10.32,31.9415,75.7098,49.2136
2017-05-03,151.8,948.45,941.03,,145.5581,35.3693,142.5982,66.5399,32.3991,43.6678,103.5803,76.95,17.8236,10.39,32.2804,76.2066,50.3218
2017-05-04,150.85,954.72,937.53,,145.9435,35.2449,142.0843,66.2798,32.3329,44.232,103.1829,77.1078,17.8046,10.1,32.1392,75.7576,50.7097
2017-05-05,150.24,950.28,934.15,,142.2731,35.2162,144.4406,66.4628,32.5315,44.339,103.1928,78.0631,17.9184,10.19,32.4028,76.0728,50.7282
2017-05-08,151.06,958.69,949.04,,141.7913,34.9484,148.3677,66.405,32.4369,44.3195,102.1098,78.5782,18.2974,10.04,32.9299,75.9104,50.4419
2017-05-09,150.48,956.71,952.82,,140.9388,34.7858,149.318,66.5013,32.068,44.2417,102.2787,78.1379,18.2311,10.18,33.3347,75.9009,50.9313
2017-05-10,150.29,954.84,948.95,,140.142,34.4415,148.6101,66.7614,31.9166,44.2904,120.5108,78.2127,18.3448,10.79,33.3347,76.8944,51.0976
2017-05-11,150.04,955.89,947.62,,139.5861,34.1354,149.8954,65.9427,31.8126,43.9304,125.6874,77.6644,18.25,11.07,33.4759,76.8084,50.4973
2017-05-12,150.33,955.14,961.35,,139.3266,33.9824,151.9888,65.8656,31.6423,43.8526,127.0684,77.4235,18.2879,11.26,33.2971,77.0855,51.0883
2017-05-15,150.19,959.22,957.97,,140.3829,34.0781,151.5993,65.9138,32.3801,44.0861,133.4472,78.628,18.3448,11.42,33.0053,77.9071,51.1622
2017-05-16,149.78,964.61,966.07,,142.3935,34.2598,151.3754,67.2409,32.4464,44.0569,135.9311,78.6197,18.449,12.75,32.977,78.5949,51.6701
2017-05-17,144.85,942.17,944.76,,139.8455,33.5138,146.2929,65.3713,31.9923,43.0258,126.8995,76.6509,17.9657,11.2,32.4028,75.1653,51.1253
2017-05-18,147.66,950.5,958.49,,139.7065,33.6859,148.5225,65.5941,29.6842,42.9674,132.2152,76.6592,17.7952,11.275,32.8546,75.6907,51.8271
2017-05-19,148.06,954.65,959.84,,140.8184,33.8581,149.0289,65.5747,29.5234,43.1036,135.2686,76.8586,18.0036,11.41,33.137,76.7129,53.2586
2017-05-22,148.24,964.07,970.67,,141.4299,34.212,149.9344,66.3109,29.8828,43.4149,138.153,79.1182,18.1079,11.04,33.3253,76.7798,54.7454
2017-05-23,148.07,970.55,971.54,,140.8647,34.298,149.7494,66.5338,30.0436,43.3468,136.2931,78.8108,17.9657,10.89,33.3253,76.1301,54.69
2017-05-24,150.04,977.61,980.35,,141.3095,34.5467,149.3015,66.6209,29.7882,43.6094,137.8248,79.7661,18.0131,10.89,33.4383,76.4741,54.1544
2017-05-25,151.96,991.86,993.38,,141.9488,34.6806,149.8175,67.4444,29.7409,43.9693,137.5165,80.3892,17.4067,10.98,33.4854,77.181,53.9789
2017-05-26,152.13,993.27,995.78,,141.2909,34.6806,149.5644,67.7738,29.7977,44.0277,141.0772,80.4224,17.5014,11.0,33.4289,77.4963,53.6432
2017-05-30,152.38,996.17,996.7,,140.5867,34.6041,149.6228,68.2097,29.968,44.1834,144.0909,80.3642,17.9468,11.12,33.6831,78.3083,53.4753
2017-05-31,151.46,987.09,994.62,,141.4206,34.5371,148.7368,67.6575,29.8261,44.1542,143.5737,80.7048,17.7762,11.19,33.2877,78.8051,53.41
2017-06-01,151.53,988.29,995.95,,141.4577,34.5467,149.1457,67.9094,30.1004,44.5433,143.5837,80.9125,17.9563,10.93,33.7866,77.8497,54.669
2017-06-02,153.61,996.12,1006.73,,140.8832,34.738,151.3559,69.5175,30.2517,44.4168,142.8676,79.2178,17.9847,10.9,34.0596,77.9835,54.6317
2017-06-05,153.63,1003.88,1011.34,,141.2168,34.7571,149.8759,70.0213,30.0436,44.6697,147.214,76.3435,17.8141,11.24,34.2573,78.2271,54.8929
2017-06-06,152.81,996.68,1003.0,,141.1797,34.5563,150.3822,70.2538,29.8544,44.3682,146.5477,76.4931,17.3024,12.03,34.295,78.5471,54.2773
2017-06-07,153.12,1001.59,1010.07,,139.8918,34.6806,151.278,70.1278,29.9017,44.1639,148.3181,77.1327,17.2835,12.38,34.3232,79.1872,53.6525
2017-06-08,154.71,1004.28,1010.27,,140.9296,34.891,150.908,69.7016,29.9017,44.1834,159.0799,75.2719,17.3214,12.9,34.6715,80.5724,54.2027
2017-06-09,149.6,970.12,978.31,,142.7827,34.1546,145.0563,68.1225,29.6747,43.804,148.7955,72.7963,16.8666,12.28,33.6925,77.2861,53.2049
2017-06-12,148.44,961.81,964.91,,143.7834,34.1737,141.5901,67.5994,29.5612,43.6289,149.1635,72.572,16.9551,12.09,33.1747,77.4294,53.6152
2017-06-13,150.68,970.5,980.79,,142.9217,34.3172,142.7293,68.4422,29.9869,43.7553,150.5858,73.7766,16.936,11.96,33.4759,77.3721,53.6618
2017-06-14,150.25,967.93,976.47,,142.514,33.9824,141.3369,68.0741,29.8923,43.59,150.9041,73.0622,16.6114,11.77,33.5607,76.5792,53.1675
2017-06-15,149.8,960.18,964.17,,142.8939,33.772,140.4898,67.7156,29.8734,43.4635,151.5506,72.8794,16.4873,11.5,33.363,76.5027,53.0929
2017-06-16,150.64,958.62,987.71,,143.9687,33.6763,138.523,67.8125,29.9207,43.8623,150.8046,73.1868,16.5636,11.44,33.7678,76.1397,52.9904
2017-06-19,152.87,975.22,995.17,,143.4683,33.9633,142.4858,68.6553,30.2612,44.4849,156.474,73.7517,16.8882,11.93,34.0879,77.7829,53.7271
2017-06-20,152.25,968.99,992.59,,143.5703,33.3416,141.1909,67.7253,30.1288,44.5919,156.2452,73.2865,17.0219,12.64,34.0125,76.0155,52.9624
2017-06-21,153.91,978.59,1002.23,,142.4954,33.0738,142.0282,68.0741,30.1193,45.0686,158.6124,74.7735,16.9073,13.98,34.5586,76.111,52.5334
2017-06-22,153.4,976.62,1001.3,,143.0606,32.8634,141.7945,68.0644,30.1288,48.9305,157.5183,75.1307,16.9073,14.38,34.5586,75.5187,52.6639
2017-06-23,155.07,986.09,1003.74,,142.7919,32.7008,142.4274,68.9847,30.3558,49.5628,153.0028,75.5294,16.9933,14.17,34.5774,76.0251,53.0743
2017-06-26,153.59,972.09,993.98,,143.8297,32.586,141.9795,68.3259,30.4977,49.4752,151.3318,75.3134,17.3369,14.08,34.8873,74.8118,52.7479
2017-06-27,150.58,948.09,976.78,,143.3849,32.1843,139.9446,67.0472,30.0436,49.3682,145.7917,74.1421,16.9646,13.4,33.8831,73.5125,51.694
2017-06-28,153.24,961.01,990.33,,143.9131,32.7103,141.9893,67.6188,30.3463,49.485,150.9339,74.4163,17.2128,13.23,34.1342,74.573,52.3748
2017-06-29,151.04,937.82,975.93,,142.8105,32.0791,139.8959,66.3497,29.7125,48.8332,145.8912,72.3145,16.7737,12.6,33.6127,73.4648,51.3676
2017-06-30,150.98,929.68,968.0,,142.5325,32.2704,140.2269,66.7759,29.6085,48.7748,143.7826,72.6302,16.6878,12.48,33.7576,73.4934,51.4982
2017-07-03,148.43,919.46,953.66,,144.154,32.0026,139.7206,66.0397,29.6369,48.0161,138.5807,71.3509,16.7641,12.15,33.6803,72.9967,51.2464
2017-07-05,150.34,932.26,971.4,,142.3843,32.8442,140.2951,66.9213,29.7037,48.1134,142.2807,72.4807,16.85,13.19,33.6224,73.4743,51.7127
2017-07-06,148.82,927.69,965.14,,141.1705,32.1652,138.9709,66.4272,29.3313,47.52,142.7084,72.6967,16.4109,13.02,33.3134,73.4266,51.0972
2017-07-07,151.44,940.81,978.76,,141.7079,32.4043,140.3827,67.2894,29.5032,48.0064,145.9708,73.2615,16.5636,13.36,33.4389,74.9742,51.6194
2017-07-10,153.5,951.0,996.47,,142.1526,32.1843,141.2395,67.7931,29.5796,48.269,152.8734,73.3862,17.0601,13.81,33.7962,75.2608,51.8899
2017-07-11,155.27,953.53,994.13,,141.9395,32.4425,141.6972,67.8028,29.6846,48.5219,155.0417,73.5689,17.1269,13.89,34.1631,75.5092,51.6008
2017-07-12,158.9,967.66,1006.51,,142.4121,32.7582,141.9016,68.9266,29.7514,49.0764,161.6361,73.7517,17.2224,14.29,34.4625,76.9231,52.4121
2017-07-13,159.26,968.85,1000.63,,142.3472,32.7486,143.8782,69.5272,29.8565,48.9791,159.7662,73.5191,17.2606,13.53,34.9067,76.9422,52.4401
2017-07-14,159.97,976.91,1001.81,,142.9124,33.1694,145.1147,70.5056,29.9997,49.1834,164.063,73.4111,17.5852,13.92,35.0032,78.337,52.981
2017-07-17,159.73,975.96,1010.04,,141.7727,32.9686,145.621,71.0578,30.0761,49.2518,163.3667,75.6374,17.6329,13.8,34.6749,78.0121,52.6546
2017-07-18,162.86,986.95,1024.45,,142.69,33.026,146.1273,71.0094,30.0856,49.2615,165.0675,75.6042,17.5565,13.48,34.6363,78.4898,52.4961
2017-07-19,164.14,992.77,1026.87,,136.6952,33.0547,147.0426,71.5519,30.458,49.7986,164.2121,76.6426,17.8525,13.55,35.1577,78.4898,52.953
2017-07-20,164.53,992.19,1028.7,,136.8156,33.2364,146.3805,71.9006,30.4198,49.9255,166.5992,76.8752,18.0816,13.8,34.8584,78.9961,50.3324
2017-07-21,164.43,993.84,1025.67,,136.2782,33.2173,146.3123,71.4841,30.4007,49.6033,167.196,76.6509,18.2821,13.88,34.617,78.0504,50.2112
2017-07-24,166.0,998.31,1038.95,,135.2683,32.9973,148.0844,71.3,30.4198,49.5642,165.2565,76.6675,18.368,14.16,34.9742,77.3052,49.633
2017-07-25,165.28,969.03,1039.87,,135.4536,33.1599,148.7173,71.8716,30.668,49.9646,164.4608,76.7423,18.5303,14.11,34.8584,77.7542,49.6796
2017-07-26,165.61,965.31,1052.8,,134.6846,33.2364,149.4183,71.7359,30.2288,49.9646,166.3605,76.7257,18.3871,14.76,34.9742,78.8433,49.5584
2017-07-27,170.44,952.51,1046.0,,134.4159,33.4468,146.5947,70.8738,30.1429,49.2615,160.8702,76.4266,18.3393,14.12,34.9356,77.8244,48.9522
2017-07-28,172.45,958.33,1020.04,,133.6931,33.772,145.5626,70.7575,30.0952,49.1151,163.506,76.6758,18.3012,13.95,34.6266,77.5745,49.3159
2017-07-31,169.25,945.5,987.78,,134.0452,33.925,144.8129,70.4281,30.0283,48.7538,161.6361,77.0164,18.2343,13.61,34.7232,78.2185,49.605
2017-08-01,169.86,946.56,996.19,,134.4992,35.1043,154.4132,70.3119,30.2193,48.7831,163.6054,77.3321,18.2343,13.71,34.7908,78.5357,49.148
2017-08-02,169.3,947.64,995.89,,133.8414,35.0441,153.0014,70.0019,30.0952,48.5975,163.506,76.518,18.2343,13.37,34.8294,78.1512,49.5864
2017-08-03,168.59,940.3,986.92,,134.2954,35.1621,151.4727,69.8953,30.1334,49.0467,165.5847,76.7838,18.4825,13.24,34.559,78.1993,49.3812
2017-08-04,169.62,945.79,987.58,,134.4992,34.979,152.2711,70.4088,30.3625,48.7831,166.3108,77.3321,18.4921,13.12,34.7908,78.2666,49.0734
2017-08-07,171.98,945.75,992.27,,132.9334,35.1043,154.6274,70.1375,30.4007,48.4706,171.4232,77.6062,18.4444,13.43,35.5246,78.9778,49.148
2017-08-08,171.23,944.19,989.84,,133.0644,35.085,155.864,70.5153,30.2384,47.9433,169.3842,77.5896,18.4444,13.11,35.4377,79.2469,48.7657
2017-08-09,171.18,940.08,982.01,,132.7461,35.2585,156.8182,70.2053,30.1906,47.9043,171.1844,77.1992,18.4444,12.83,35.206,79.0835,49.2133
2017-08-10,167.4,923.59,956.92,,132.8116,34.8248,151.8233,69.1784,29.5987,46.9669,163.8541,76.4266,18.0434,12.12,34.1245,77.2381,48.8123
2017-08-11,168.08,930.09,967.99,,132.8116,34.5647,153.9346,70.2344,30.0474,47.1036,155.1213,76.3851,18.0434,12.23,34.897,77.7475,49.1667
2017-08-14,170.75,938.93,983.3,,133.2611,35.0176,156.2513,71.2903,30.4007,47.6992,167.4944,81.4276,18.2343,12.76,34.8101,78.8625,49.9408
2017-08-15,171.0,938.08,982.74,,133.027,34.6899,157.9619,71.3098,30.6394,47.6797,166.082,79.1597,18.1771,13.02,35.1674,78.7664,50.2392
2017-08-16,170.0,944.27,978.18,,133.4296,34.5068,157.3265,71.7286,30.8781,48.0898,164.2619,80.2978,18.1102,12.63,35.0901,79.2565,49.7169
2017-08-17,166.91,927.66,960.57,,131.7442,33.8901,154.3061,70.5112,29.6369,47.4063,160.6017,79.5584,17.7952,12.34,34.559,77.0363,48.747
2017-08-18,167.41,926.18,958.47,,130.8078,33.736,153.9542,70.5989,28.9971,47.4746,160.6315,79.9738,17.6711,12.37,34.6266,76.8633,48.4206
2017-08-21,167.78,920.87,953.29,,131.3977,33.6492,153.6707,70.2677,29.2931,47.748,158.2941,80.5885,17.7284,12.05,34.7425,76.7864,48.4766
2017-08-22,169.64,940.4,966.9,,132.0344,33.3891,156.1829,71.2514,29.8565,48.0996,161.8183,83.0142,18.158,12.17,35.2639,77.613,48.8216
2017-08-23,168.71,942.58,958.0,,133.0925,33.3987,156.3783,70.8229,29.5223,47.914,165.0536,83.3964,18.0052,12.48,35.3219,77.7475,48.7097
2017-08-24,167.74,936.89,952.45,,133.8416,33.4469,155.6843,70.7936,29.8278,48.0312,164.4464,83.7619,18.5303,12.5,35.5633,78.0935,48.9522
2017-08-25,166.32,930.5,945.26,,134.5907,33.4083,156.2611,70.9203,30.0188,48.08,163.0726,85.3486,18.4348,12.43,35.5826,77.834,48.5232
2017-08-28,167.24,928.13,946.02,,133.439,33.3891,157.8348,70.93,30.1143,48.08,164.2274,86.9602,18.3107,12.23,35.5053,77.6226,48.8532
2017-08-29,168.05,935.75,954.06,,134.0289,33.4661,159.2424,71.1443,30.057,48.2851,163.9586,87.1679,18.3393,12.15,35.6115,77.8821,48.8532
2017-08-30,169.92,943.63,967.59,,133.4858,33.6203,159.6725,72.0792,30.5439,48.6268,164.9342,88.8542,18.3012,12.67,35.6598,79.1124,49.1455
2017-08-31,171.97,955.24,980.6,,133.9259,33.7938,160.3078,72.8194,30.754,49.1444,168.6772,89.8013,18.2152,13.0,35.6985,79.6026,49.287
2017-09-01,172.02,951.99,978.25,,134.909,33.813,160.3567,72.011,30.8399,49.4275,169.6926,89.2862,18.4825,13.19,35.9399,79.3334,49.0795
2017-09-05,170.72,941.48,965.27,,133.9352,33.7456,158.4311,71.6896,30.1906,49.7302,165.1631,88.9539,18.368,12.92,35.5826,78.6702,47.1748
2017-09-06,172.09,942.02,967.8,,134.6656,34.4587,158.2649,71.4851,30.4293,49.8083,165.0636,89.1284,18.4921,12.86,35.9881,78.8817,47.5708
2017-09-07,173.21,949.89,979.47,,133.8041,34.2467,157.6295,72.4006,30.3243,50.5114,165.8301,88.4721,18.4062,12.63,36.2488,78.8144,47.5048
2017-09-08,170.95,941.41,965.9,,133.3828,33.9094,155.0587,72.05,30.057,50.3649,162.9531,88.1398,18.2534,12.25,36.2102,78.2185,46.8071
2017-09-11,173.51,943.29,977.96,,135.6394,34.4683,157.8641,72.8096,30.7349,51.2535,168.2392,89.4856,18.4444,12.55,36.5385,79.0259,47.684
2017-09-12,172.96,946.65,982.58,,136.4821,34.7767,157.2385,72.7317,30.9449,51.5269,168.8465,91.0473,18.7257,12.3,36.5578,79.6698,47.9951
2017-09-13,173.05,950.44,999.6,,136.6975,35.0079,156.0558,73.2479,30.7253,51.5562,169.6031,91.7369,18.5335,12.22,36.2392,79.4872,48.0989
2017-09-14,170.96,940.13,992.21,,136.2761,35.1525,154.7166,72.8194,30.7349,51.5464,168.6374,92.0027,18.7065,12.26,36.0944,80.0543,48.542
2017-09-15,171.64,935.29,986.79,,135.6019,35.6535,156.2806,73.3453,30.9736,47.5918,179.2992,91.5873,18.7161,12.52,36.3551,81.5441,49.2115
2017-09-18,170.01,929.75,974.19,,135.3491,35.6535,155.0978,73.1992,31.05,47.1915,186.7057,91.363,18.8315,13.08,36.7606,82.7936,49.2681
2017-09-19,172.52,936.86,969.86,,135.1993,35.8752,155.1565,73.4719,31.0213,46.9083,186.5066,91.1138,18.7353,13.12,36.9827,83.4376,49.3152
2017-09-20,172.17,947.54,973.21,,136.5945,35.721,152.5564,72.9849,31.1263,46.84,185.0034,91.4876,18.8411,13.74,36.5192,82.4956,49.0135
2017-09-21,171.11,947.55,964.65,,136.0139,35.8463,149.9367,72.274,31.2218,46.84,179.9463,90.6071,19.0045,13.41,36.9248,82.7071,49.0607
2017-09-22,170.54,943.26,955.1,,135.8922,35.827,148.4705,72.4688,31.8615,47.0255,178.1942,90.6735,19.1679,13.3,36.4709,84.8408,49.1172
2017-09-25,162.87,934.28,939.79,,136.5851,35.8077,147.1606,71.3488,32.1957,46.84,170.2302,89.3194,19.0814,12.61,35.795,84.1007,48.6741
2017-09-26,164.21,937.43,938.6,,137.2312,36.1064,149.6923,71.3488,32.2339,46.7911,171.1859,89.577,19.1102,12.45,35.8626,84.293,48.212
2017-09-27,167.68,959.9,950.87,,136.3885,36.1739,150.7578,71.9234,31.9666,47.0255,174.9389,90.7234,19.1006,12.74,35.9688,85.3599,48.6081
2017-09-28,168.73,964.81,956.4,,136.3885,36.4533,149.8292,71.9429,31.8424,46.9474,174.8892,90.7151,19.1968,12.74,35.7757,86.1672,48.7966
2017-09-29,170.87,973.72,961.35,,135.8454,36.6942,150.6503,72.5467,32.1098,47.211,177.9652,90.7068,19.1871,12.75,36.2585,86.1576,48.8815
2017-10-02,169.47,967.47,959.19,,137.3248,37.6193,150.3473,72.6636,32.2244,47.6504,178.1942,91.5042,19.341,12.71,36.8186,86.1672,48.9192
2017-10-03,169.96,972.08,957.1,,137.4372,37.9469,151.0022,72.3227,32.3198,47.543,178.5625,91.8781,19.3121,13.42,37.1179,86.446,49.0512
2017-10-04,168.42,966.78,965.45,,137.1563,37.9084,150.0247,72.7415,32.2043,47.748,180.0558,91.8698,19.4755,13.31,36.9537,86.9746,48.9947
2017-10-05,171.24,985.19,980.85,,137.381,38.0915,151.8917,73.9881,32.3487,47.7578,179.9562,92.7005,19.562,13.34,37.1372,87.5993,49.3624
2017-10-06,172.23,993.64,989.58,,137.1563,38.1878,151.8037,74.0173,32.5028,47.2598,180.4839,92.6506,19.7831,13.23,37.1372,87.8012,49.4944
2017-10-09,172.5,992.31,990.99,,138.0083,38.4095,152.3316,74.2997,32.5124,47.2208,184.5554,92.9165,19.7735,13.47,37.4365,88.0222,49.8621
2017-10-10,171.59,987.8,987.2,,139.0477,38.2071,152.3902,74.2997,32.3102,47.26,188.0795,92.8666,19.7735,13.7,37.6297,88.7912,50.7956
2017-10-11,172.74,1005.65,995.0,,138.2237,37.8698,153.0256,74.4263,32.3487,47.3286,190.0805,93.066,19.6197,13.88,38.9622,89.2621,51.0314
2017-10-12,172.55,1005.65,1000.93,,137.6713,37.7638,152.488,75.1081,32.0309,47.2796,190.1701,94.0047,19.6101,14.2,39.0491,89.0218,49.9753
2017-10-13,173.74,1007.87,1002.94,,137.7368,38.2264,153.4557,75.4684,32.2332,47.6521,193.714,94.3869,20.8694,14.22,39.416,89.9542,49.8056
2017-10-16,174.52,1009.35,1006.34,,137.484,38.3131,156.2806,75.6243,32.3006,47.8972,197.039,95.6579,20.9463,14.26,39.4836,90.5693,49.3907
2017-10-17,176.11,1011.0,1009.13,,137.2125,38.342,156.8573,75.5658,32.3584,48.2207,196.8598,96.0317,20.7156,14.16,39.8312,90.6077,49.419
2017-10-18,176.03,1012.74,997.0,,149.3756,38.7853,156.1633,75.5853,32.3102,48.603,196.6906,96.8624,20.879,14.07,40.0727,89.8004,49.2304
2017-10-19,174.56,1001.84,986.61,,150.6584,38.6311,152.4684,75.8775,32.5028,48.3775,196.9096,97.527,21.1097,13.95,39.6574,89.8196,49.3058
2017-10-20,174.98,1005.07,982.91,,151.7539,38.9587,152.7323,76.754,32.9843,48.2795,196.0136,98.3079,21.1674,13.81,39.7057,91.4824,49.0512
2017-10-23,171.27,985.54,966.3,,149.3943,39.3442,152.6541,76.7735,33.0806,48.3383,195.7349,98.9475,21.2635,14.1,39.7926,92.4724,50.343
2017-10-24,171.8,988.49,975.9,,145.9579,39.4598,153.5632,76.8027,33.3021,48.9951,197.7856,99.3795,21.1001,14.25,39.8988,92.6934,51.154
2017-10-25,170.6,991.46,972.91,,143.7248,39.296,152.8887,76.5787,33.0325,48.7255,192.7882,98.7814,20.8406,12.33,39.7443,92.0975,50.7674
2017-10-26,170.63,991.42,972.43,,143.8231,39.8452,153.8662,76.7053,33.0036,49.1618,194.8091,98.8645,20.6867,12.005,39.783,92.4147,50.7296
2017-10-27,177.88,1033.67,1100.95,,143.898,42.7842,159.3792,81.6235,33.1577,49.8774,200.9513,100.4927,20.6675,11.84,40.7003,93.7123,51.4557
2017-10-30,179.87,1033.13,1110.85,,144.5347,42.7553,162.9666,81.7015,32.7821,49.6813,202.9224,99.6287,20.5618,10.89,40.681,92.9191,51.5406
2017-10-31,180.06,1033.04,1105.28,,144.2538,43.8346,165.2344,81.01,32.888,49.897,205.879,99.4294,20.7156,10.985,40.8741,93.5285,48.0989
2017-11-01,182.66,1042.6,1103.68,,144.2257,45.0102,163.1328,81.01,33.3407,49.6421,206.2673,98.9558,20.6387,10.8,40.652,93.1996,50.409
2017-11-02,178.92,1042.97,1094.22,,143.589,45.386,164.3253,81.8573,32.9458,49.2892,205.0129,98.7731,20.6098,10.85,40.7003,93.6252,51.7103
2017-11-03,178.92,1049.99,1111.6,,141.9316,44.6536,168.6165,81.9449,33.1962,49.1912,207.7506,97.9756,20.6387,11.12,40.7389,94.7763,58.2825
2017-11-06,180.17,1042.68,1120.66,,141.2387,45.2667,170.3271,82.2663,33.1384,49.4068,208.6863,99.0306,20.6098,11.93,40.9707,95.318,58.952
2017-11-07,180.25,1052.39,1123.17,,141.7163,45.3443,170.8745,82.0715,33.1288,49.4951,211.0755,100.0441,20.5522,12.05,41.0479,95.1826,60.4418
2017-11-08,179.56,1058.29,1132.88,,141.9223,45.2667,172.2723,82.354,33.2251,49.5441,208.2184,100.1438,20.5906,11.71,40.9707,95.2213,61.7525
2017-11-09,179.3,1047.72,1129.13,,142.1397,44.879,171.9204,81.8962,32.7917,48.2697,204.3957,100.4927,20.5137,11.12,40.2078,93.8767,60.9133
2017-11-10,178.46,1044.15,1125.35,,141.0616,44.1811,171.3514,81.682,32.7339,48.3481,215.167,101.4729,20.408,11.26,40.2851,93.7703,60.885
2017-11-13,178.77,1041.2,1129.17,,140.3429,44.3459,170.6647,81.7404,32.6954,48.4265,211.6728,101.2154,20.3503,11.09,40.5651,93.8574,62.6954
2017-11-14,178.07,1041.64,1136.84,,140.8063,44.4525,168.0847,81.8573,32.7821,48.2305,213.2158,101.7388,20.5329,11.12,40.4203,93.7896,62.2334
2017-11-15,177.95,1036.41,1126.69,,139.1135,44.0648,165.8676,81.2211,32.8495,47.858,209.0347,100.6754,20.5329,11.07,40.1113,93.6059,61.8656
2017-11-16,179.59,1048.47,1137.29,,141.0238,44.2489,167.8492,81.4364,34.5541,48.2305,210.6574,101.9381,20.7348,11.25,40.652,95.1052,62.3371
2017-11-17,179.0,1035.89,1129.88,,140.8819,43.2602,166.9173,80.6534,34.5734,47.9756,210.4085,102.395,20.9078,11.38,40.623,94.5441,62.9123
2017-11-20,178.74,1034.66,1126.31,,142.3383,43.2505,166.7505,80.7806,35.1512,48.054,213.1163,103.0596,21.2635,11.34,40.7582,95.0665,62.6766
2017-11-21,181.86,1050.3,1139.49,,143.7002,43.5607,169.8505,81.9454,35.2956,47.6717,215.0774,104.1645,21.5904,11.4,41.1155,95.9467,62.8652
2017-11-22,180.87,1051.92,1156.16,,143.5299,43.2796,171.6359,81.3483,35.103,47.6227,214.1111,102.6692,20.5137,11.37,40.9513,94.873,64.2418
2017-11-24,182.78,1056.52,1186.0,,143.5961,43.3766,171.6457,81.4951,35.1416,48.0442,216.1333,103.1925,20.4176,11.38,41.5114,96.0531,64.9773
2017-11-27,183.03,1072.01,1195.83,,143.7285,43.1245,170.7824,82.0922,35.5075,47.9168,213.3241,104.8457,20.4272,11.55,39.6768,95.405,64.2513
2017-11-28,182.42,1063.29,1193.6,,144.1919,43.3572,169.7818,83.0808,36.3357,48.0442,209.9071,105.7844,20.8213,11.17,39.5223,96.2272,65.0215
2017-11-29,175.13,1037.38,1161.27,,145.2133,42.6011,166.26,81.5734,36.095,47.5639,195.6716,99.2051,20.6002,10.83,38.0545,93.7123,63.2528
2017-11-30,177.18,1036.17,1176.75,,145.6105,43.4638,168.585,82.3858,35.9216,48.0932,199.9452,99.7783,20.6195,10.89,38.238,94.1089,63.0817
2017-12-01,175.1,1025.07,1162.35,,146.3576,43.3087,167.8002,82.4739,36.2105,48.6324,196.9268,103.3753,20.581,10.73,38.3346,94.0025,62.2734
2017-12-04,171.47,1011.87,1133.95,,147.9653,43.1245,166.5739,79.3613,36.3261,47.4462,185.9488,95.608,20.2638,10.03,38.0352,92.832,61.3891
2017-12-05,172.83,1019.6,1141.57,,146.9156,42.1068,166.417,79.8605,35.9313,47.0443,187.0247,95.1511,20.2542,9.91,37.8518,93.7316,61.5127
2017-12-06,176.06,1032.72,1152.35,,145.7334,42.1165,165.7989,81.0253,36.0276,47.4658,188.5389,96.9206,20.2061,10.0,37.3496,93.8477,61.7885
2017-12-07,180.14,1044.57,1159.79,,145.2322,41.7578,166.1031,80.7414,36.0179,47.5639,191.2585,97.3775,20.158,10.04,37.6683,94.5828,62.0262
2017-12-08,179.0,1049.38,1162.0,,146.4049,42.0195,166.1521,82.376,36.2202,48.6226,190.7604,99.3297,20.2542,9.94,37.6586,94.815,61.0848
2017-12-11,179.04,1051.97,1168.92,,146.9723,42.32,169.3894,83.4234,36.5572,49.4754,193.9183,100.5924,20.4753,10.16,38.0159,95.5985,61.9786
2017-12-12,176.96,1048.77,1165.08,,148.2301,42.0001,168.4378,83.766,36.5091,49.397,190.1128,99.7201,20.3004,9.9,37.9483,95.2116,61.6744
2017-12-13,178.3,1051.39,1164.13,,145.5537,42.0098,168.997,83.5408,36.7402,49.0637,185.4706,101.2403,20.1746,10.11,37.9387,95.6275,61.7124
2017-12-14,178.39,1057.47,1174.26,,145.6389,41.9323,168.948,82.8948,36.4995,49.201,185.7595,100.7253,20.0682,10.13,38.0449,96.9721,61.5222
2017-12-15,180.18,1072.0,1179.14,,144.2203,43.1924,170.6647,85.009,36.7787,47.3482,190.8301,102.8436,20.2424,10.29,38.1414,97.9104,61.5793
2017-12-18,180.82,1085.09,1190.58,,145.0052,44.8402,173.0682,84.549,37.058,46.7698,197.1459,107.072,20.6004,10.98,38.0449,99.8933,62.1688
2017-12-19,179.51,1079.78,1187.38,,144.9107,45.5963,171.2239,84.0107,36.8847,46.8777,195.3628,106.449,20.7262,10.95,37.9869,100.6962,61.332
2017-12-20,177.89,1073.56,1177.62,,144.6459,46.1003,171.0375,83.7072,37.3084,46.9561,196.0501,106.8477,20.7649,10.98,38.0835,101.3733,61.4271
