date,FB,GOOGL,AMZN,DELL,IBM,INTC,AAPL,MSFT,CSCO,ORCL,NVDA,VMW,HPQ,AMD,TSM,TXN,QCOM
2016-08-26,124.96,793.22,769.0,,142.8382,32.9886,102.7204,55.1866,28.9105,39.6549,61.4618,61.6813,13.2991,7.67,26.9615,65.3278,56.6862
2016-08-29,126.54,795.82,771.29,,144.1013,33.2599,102.6052,55.2531,29.1226,39.703,61.4222,62.4954,13.336,7.59,27.018,65.5432,57.1765
2016-08-30,125.84,791.92,767.58,,143.8126,33.4002,101.8175,55.0534,29.0857,39.703,61.0655,61.6563,13.2898,7.49,26.9427,64.9157,57.1402
2016-08-31,126.12,789.85,769.16,,143.3435,33.578,101.9136,54.6445,28.9935,39.6165,60.7782,60.917,13.2806,7.4,27.0556,65.1311,57.2582
2016-09-01,126.17,791.4,770.62,,143.9389,33.6996,102.5187,54.7681,29.1226,39.5588,62.5716,61.2908,13.4007,7.35,27.2628,65.2809,57.6213
2016-09-02,126.51,796.87,772.44,,143.9479,33.7557,103.4792,54.8442,29.3531,39.6453,61.9573,61.2908,13.3915,7.51,27.4322,65.2622,57.5124
2016-09-06,129.73,808.02,788.87,,144.6697,34.2142,103.4504,54.7871,29.39,39.6453,62.5419,60.9668,13.5209,7.34,27.7617,65.3652,57.2763
2016-09-07,131.05,807.99,784.48,,145.8336,34.1113,104.0844,54.8347,29.3162,39.6453,61.6204,60.4435,13.5763,6.84,28.0724,65.0842,56.6771
2016-09-08,130.27,802.84,784.06,,143.4517,34.0925,101.3564,54.616,29.0211,39.1359,62.0663,61.756,13.5209,6.225,28.0441,64.6159,56.9132
2016-09-09,127.1,788.48,760.14,,140.4654,33.157,99.0608,53.4557,28.4494,38.4728,58.9748,60.7093,13.0033,5.9,26.9144,62.443,54.9432
2016-09-12,128.69,798.82,771.49,,142.8111,33.7557,101.2796,54.2546,28.9935,39.0975,60.1936,61.1994,13.5106,5.94,27.291,63.6325,56.5137
2016-09-13,127.21,788.72,761.01,,140.5737,33.316,103.6906,53.7601,28.643,38.6169,59.3216,60.7259,13.2215,5.74,26.8203,63.1736,55.6422
2016-09-14,127.77,790.46,761.09,,138.9858,33.3254,107.3598,53.5033,28.5877,38.6842,59.8468,60.8921,13.3054,6.04,26.9427,63.492,55.9146
2016-09-15,128.35,801.23,769.69,,140.4383,34.2048,111.0099,54.3877,28.8736,39.2705,62.1158,60.9419,13.5199,6.02,27.4699,64.8314,56.777
2016-09-16,129.07,797.97,778.52,,138.7963,35.2433,110.3855,54.4448,28.4402,37.4059,62.2644,60.1776,13.5479,6.05,27.2157,64.9625,57.1855
2016-09-19,128.65,795.39,775.1,,139.7256,34.7662,109.0984,54.1405,28.6061,37.7039,63.0868,60.377,13.5758,6.16,28.1759,65.1311,57.0675
2016-09-20,128.64,799.78,780.22,,139.3467,34.7475,109.0888,54.0263,28.6799,37.5501,62.5121,60.6844,13.5572,6.17,28.1477,64.7939,56.9223
2016-09-21,129.94,805.03,789.74,,140.321,35.0375,109.0696,54.9298,28.9197,37.973,64.2659,60.9918,13.9768,6.29,28.7125,65.1498,57.7121
2016-09-22,130.08,815.95,804.7,,140.8443,35.131,110.0974,54.9868,29.1963,37.973,64.4245,61.3157,14.098,6.37,28.8631,65.3371,57.6667
2016-09-23,127.96,814.96,805.75,,139.8248,34.7942,108.2627,54.616,28.9012,37.7039,64.3551,60.9585,14.07,6.55,28.3548,64.6066,56.9677
2016-09-26,127.31,802.65,799.16,,138.9226,34.289,108.426,54.1119,28.6523,37.5117,63.7507,61.0084,14.0047,6.32,28.0912,64.0821,56.5682
2016-09-27,128.69,810.73,816.11,,141.4398,34.7849,108.6278,55.1105,29.0303,37.7712,65.9305,61.1413,14.3031,6.54,28.6184,65.0468,57.4761
2016-09-28,129.23,810.06,828.72,,142.8111,35.0281,109.4538,55.1866,29.0488,37.9057,66.1683,61.349,14.443,6.59,28.5525,65.3184,57.6032
2016-09-29,128.09,802.64,829.05,,142.6488,34.9159,107.7537,54.5874,28.9474,37.5982,66.7827,60.7093,14.3497,6.67,28.6184,65.4121,61.2346
2016-09-30,128.27,804.06,837.31,,143.3164,35.3182,108.5893,54.7776,29.2517,37.7519,67.8924,60.9336,14.4803,6.91,28.7972,65.7305,62.1878
2016-10-03,128.77,800.38,836.74,,142.1976,35.234,108.0802,54.6064,29.2889,37.4732,67.823,61.1496,14.5922,6.95,28.9196,65.2435,60.9259
2016-10-04,128.19,802.79,834.03,,141.1601,35.1217,108.5413,54.4353,29.1494,37.3579,67.6744,60.186,14.3218,6.97,28.6089,65.1779,60.5355
2016-10-05,128.47,801.23,844.36,,141.7195,35.5427,108.5893,54.8157,29.3726,37.627,67.6051,61.4736,14.5735,6.78,28.7407,66.1239,60.6808
2016-10-06,128.74,803.08,841.66,,141.539,35.6175,109.3962,54.9108,29.2703,37.3579,66.7232,61.7062,14.5455,6.96,28.9667,66.461,61.3163
2016-10-07,128.99,800.71,839.43,,140.4474,35.6456,109.5595,54.9678,29.261,37.3482,66.2377,61.4653,14.5269,6.75,29.3526,66.3768,61.9064
2016-10-10,130.24,814.17,841.71,,141.6653,35.5708,111.471,55.1961,29.261,37.2614,66.4854,60.7675,14.5362,6.84,29.4468,65.4963,61.053
2016-10-11,128.88,809.57,831.0,,139.6534,34.8691,111.7111,54.3877,28.8612,36.6729,65.5243,60.9751,14.3963,6.5,28.929,64.4005,59.9999
2016-10-12,129.05,811.77,834.09,,139.2023,34.7381,112.7101,54.3116,28.2103,36.7115,65.8215,60.8173,14.3124,6.62,29.5127,64.1195,59.9727
2016-10-13,127.82,804.08,829.28,,138.688,34.5884,112.3643,54.1309,28.0522,36.6922,64.7514,60.6678,14.1259,6.49,28.7407,63.4733,59.6458
2016-10-14,127.88,804.6,822.96,,139.3467,35.0375,112.9886,54.6064,28.0615,37.0588,65.3856,60.6262,13.5012,6.75,28.8631,64.1476,59.6458
2016-10-17,127.54,806.84,812.95,,139.6354,34.8878,112.9118,54.4162,28.0987,36.943,65.009,60.5349,13.0817,6.67,28.7784,64.0821,59.1828
2016-10-18,128.57,821.49,817.65,,135.9814,35.3182,112.8349,54.8347,28.3033,37.0684,65.9999,60.7508,13.2495,6.73,29.0514,64.8595,60.009
2016-10-19,130.11,827.09,817.69,,136.4686,33.2225,112.4987,54.7111,28.2196,37.0009,65.8612,61.0499,13.1656,6.77,29.1644,65.0842,59.7275
2016-10-20,130.0,821.63,810.32,,136.7032,33.1476,112.4411,54.4448,28.0429,36.75,67.1096,60.8588,13.1469,6.96,29.2397,65.3278,61.1347
2016-10-21,132.07,824.06,818.99,,134.998,32.8856,111.9993,56.7367,28.0336,36.5957,66.9214,60.5681,12.8672,6.52,29.2585,65.5338,61.6703
2016-10-24,133.28,835.74,838.09,,135.8461,32.9886,113.0078,58.011,28.3219,36.9237,70.0623,61.4487,13.0257,7.005,29.5692,67.1354,61.7884
2016-10-25,132.29,828.55,835.18,,136.1258,32.8389,113.5842,58.0015,28.2103,37.0105,71.2117,60.809,12.9604,7.5,29.701,66.6858,61.4706
2016-10-26,131.04,822.1,822.59,,136.9648,32.6705,111.0291,57.6592,28.4056,36.9623,71.4991,60.9004,12.9698,7.29,29.3809,67.1635,61.9155
2016-10-27,129.69,817.35,818.36,,138.3542,32.5676,109.9629,57.1551,28.2475,36.8755,70.0326,62.944,13.0444,7.11,28.9667,66.2456,63.6313
2016-10-28,131.29,819.56,776.32,,137.6866,32.5021,109.2329,56.9364,28.4428,36.8272,69.9137,64.5057,13.1376,7.2,28.9667,66.3112,62.097
2016-10-31,130.99,809.9,789.82,,138.661,32.6237,109.06,56.9839,28.5264,37.0684,70.5082,65.2949,13.5106,7.23,29.2773,66.358,62.3875
2016-11-01,129.5,805.48,785.41,,137.849,32.2962,107.0909,56.8698,28.3405,37.107,68.4175,64.7716,13.38,7.09,28.9102,65.0374,62.0425
2016-11-02,127.17,788.42,765.56,,137.0911,32.3711,107.1869,56.518,28.2568,36.6922,68.1302,65.0208,13.6597,6.76,28.6089,64.4755,60.9077
2016-11-03,120.0,782.19,767.03,,137.4701,31.9846,106.038,56.3087,28.1917,36.9623,67.3375,64.5722,13.5572,6.7,28.5054,64.0603,60.7806
2016-11-04,120.75,781.1,755.05,,137.5242,31.6829,105.0822,55.8332,28.0708,36.9334,66.9511,63.7913,13.7157,6.56,28.4677,63.7773,60.5809
2016-11-07,122.15,802.03,784.93,,140.4925,32.701,106.598,57.4594,28.7682,37.7149,70.6172,64.7051,14.0327,6.96,29.5127,65.1076,62.1515
2016-11-08,124.22,811.98,787.75,,141.2662,32.7481,107.2256,57.507,28.824,37.7535,70.5082,64.3479,14.2472,7.0,29.5033,65.8812,61.979
2016-11-09,123.18,805.59,771.88,,140.9385,32.7576,107.0518,57.2217,29.1587,38.1587,69.3192,63.9408,14.5176,6.94,28.7972,65.8434,61.6249
2016-11-10,120.8,780.29,742.38,,145.8637,32.5219,104.0685,55.8237,28.824,38.1876,67.1493,63.8162,14.443,6.295,27.7146,65.2302,60.1996
2016-11-11,119.02,771.75,739.01,,146.8196,32.6256,104.6864,56.128,29.1587,38.0622,87.1642,63.5005,14.7507,6.685,28.1759,65.9001,60.7171
2016-11-14,115.08,753.22,719.07,,144.0338,32.503,102.0603,55.2721,29.168,37.9175,82.8739,62.9855,15.0117,6.79,27.1592,66.0604,59.8546
2016-11-15,117.2,775.16,743.24,,144.4526,32.9084,103.4119,56.3636,29.4748,37.7921,85.4005,65.0042,14.7973,6.97,27.4887,67.0133,60.6172
2016-11-16,116.34,779.98,746.49,,145.0171,32.8424,106.1925,57.1104,29.354,38.3034,90.7907,65.1869,14.732,7.67,28.11,67.1737,60.1905
2016-11-17,117.79,786.16,756.4,,145.4814,33.0121,106.1539,58.0582,27.9407,38.8341,91.5438,66.433,14.8159,8.46,27.7429,68.0039,60.5264
2016-11-18,117.02,775.97,760.16,,146.0185,32.9461,106.2601,57.7806,28.0615,38.4578,92.5049,66.5742,14.7973,8.71,27.7429,68.4945,61.1075
2016-11-21,121.77,784.8,780.0,,148.1852,32.9744,107.8724,58.2689,27.9407,38.4867,92.1284,66.7902,14.9185,8.94,27.9123,69.5135,60.9168
2016-11-22,121.47,785.0,785.33,,148.0942,33.4457,107.94,58.5178,27.7919,38.6797,92.7922,66.6158,14.8719,8.69,28.1571,70.1928,62.0153
2016-11-23,120.84,779.0,780.12,,147.466,33.1818,107.3897,57.8285,27.6245,38.6893,93.2487,65.9179,13.8649,8.8,28.1382,69.872,61.8519
2016-11-25,120.38,780.23,780.37,,148.5221,33.408,107.9304,57.9529,27.9778,38.8534,93.4372,66.2918,14.1539,8.77,27.9217,70.2211,61.9972
2016-11-28,120.41,785.79,766.77,,149.7784,33.474,107.718,58.0295,27.8198,38.8823,93.3876,66.3582,14.0607,8.83,27.9217,70.3154,61.3933
2016-11-29,120.87,789.44,762.52,,148.8771,33.2854,107.6118,58.4891,27.7361,39.1235,92.5342,67.7954,14.1259,8.93,27.8182,70.1928,61.0914
2016-11-30,118.42,775.88,750.57,,147.6845,32.7104,106.7042,57.6944,27.7268,38.7762,91.4923,67.4049,14.359,8.91,27.95,69.7493,62.3357
2016-12-01,115.1,764.33,743.65,,145.4996,31.8243,105.7098,56.6795,27.3828,37.3386,86.9673,64.8297,14.042,8.39,26.8768,66.4284,58.7033
2016-12-02,115.4,764.46,740.34,,145.6817,32.2014,106.1056,56.7274,27.1968,37.1456,87.7711,65.4278,14.098,8.53,27.1686,66.7209,60.2404
2016-12-05,117.43,778.22,759.36,,145.5178,32.4182,105.3429,57.6561,27.4572,37.5991,91.1747,66.6324,14.4989,8.68,27.3192,66.5227,60.7162
2016-12-06,117.31,776.18,764.72,,145.9821,32.7293,106.1539,57.3976,27.2712,38.0815,92.6731,66.9148,14.5455,9.45,27.7805,67.3341,61.7135
2016-12-07,117.95,791.47,770.42,,150.0242,33.4646,107.1966,58.7572,27.8477,38.9016,94.3402,67.4216,15.0584,9.56,28.1759,68.1172,62.5278
2016-12-08,118.91,795.17,767.33,,150.5432,33.6531,108.249,58.4125,27.8477,38.9305,92.7625,67.081,15.0677,10.34,28.2795,68.0511,62.72
2016-12-09,119.68,809.45,768.66,,151.5992,33.7096,110.0158,59.3316,27.95,39.0946,91.1152,66.9397,14.7134,10.34,28.3548,67.919,62.6925
2016-12-12,117.77,807.9,760.12,,150.6706,33.9076,109.3882,59.5231,28.0522,39.0849,88.9023,66.7404,14.8852,10.68,28.1477,67.6737,62.6468
2016-12-13,120.31,815.34,774.34,,153.2106,34.69,111.213,60.2986,28.4428,39.3261,90.4702,66.4745,14.8758,10.54,28.5807,69.0606,63.4428
2016-12-14,120.21,817.89,768.82,,153.4109,34.4543,111.213,60.0114,28.3219,39.4419,95.7097,67.2222,14.6783,10.55,28.1194,68.4002,61.8142
2016-12-15,120.57,815.65,761.0,,152.9648,34.6806,111.8212,59.9156,28.4799,39.4226,97.9523,68.6012,14.5843,10.86,28.3924,69.2965,62.2442
2016-12-16,119.87,809.84,757.77,,151.7904,34.2281,111.966,59.6476,28.4428,37.7245,99.6393,67.1142,14.1517,10.66,27.7523,68.7681,60.8077
2016-12-19,119.24,812.5,766.0,,151.7449,34.7749,112.6129,60.9114,28.5915,37.5316,100.8499,67.6043,14.2175,10.95,27.5546,69.4097,61.3201
2016-12-20,119.09,815.2,771.22,,152.5825,35.0765,112.9122,60.8348,28.4149,37.628,104.3627,68.0031,14.1799,11.51,27.5922,69.8531,61.2194
2016-12-21,119.04,812.2,770.6,,152.3367,34.8597,113.0184,60.8348,28.2847,37.464,105.0177,68.0446,14.2363,11.47,27.4322,69.9758,61.4482
2016-12-22,117.4,809.68,766.34,,152.0908,34.8126,112.275,60.8443,28.3219,37.5894,106.2878,66.0758,14.2363,11.6,27.0556,70.0041,61.0822
2016-12-23,117.27,807.8,760.59,,151.7722,34.8503,112.4971,60.5475,28.387,37.4158,108.9373,66.5576,14.1987,11.58,27.3475,70.1739,61.1737
2016-12-27,118.01,809.93,771.4,,152.1637,34.9445,113.2115,60.5858,28.5264,37.4544,116.4195,66.6324,14.3022,12.07,27.3945,70.6362,61.5305
2016-12-28,116.92,804.57,772.13,,151.2988,34.5298,112.7288,60.3082,28.2847,37.3193,108.4114,66.0176,14.0483,11.55,27.4134,69.8625,60.1581
2016-12-29,116.35,802.88,765.15,,151.6721,34.558,112.6998,60.222,28.3219,37.3289,110.5747,65.7186,14.0483,11.59,27.4228,69.9569,60.4234
2016-12-30,115.05,792.45,749.87,,151.1167,34.1904,111.8212,59.4944,28.0987,37.0974,105.9207,65.4029,13.9542,11.34,27.0651,68.8436,59.6549
2017-01-03,116.86,808.01,753.67,,152.2092,34.5015,112.1398,59.9156,28.3963,37.3395,101.227,65.5275,13.9636,11.43,27.5922,69.4191,59.8379
2017-01-04,118.69,807.77,757.18,,154.0937,34.3224,112.0143,59.6476,28.2274,37.5236,103.5887,66.0343,14.1799,11.43,27.5828,69.3342,59.9019
2017-01-05,120.67,813.02,780.45,,153.5839,34.2658,112.5839,59.6476,28.2931,37.4267,100.9591,66.0093,14.1705,11.24,28.0535,68.7964,59.9751
2017-01-06,123.41,825.21,795.99,,154.3395,34.3884,113.8391,60.1646,28.3494,37.2427,102.3086,67.704,14.1047,11.32,27.8935,69.9569,59.9568
2017-01-09,124.9,827.18,796.92,,152.628,34.5109,114.8818,59.9731,28.3025,37.8045,106.4565,66.9148,13.8038,11.49,28.2795,70.1361,60.0666
2017-01-10,124.35,826.01,795.9,,150.6888,34.4449,114.9976,59.9539,28.49,37.4461,105.6527,67.6874,13.8132,11.44,28.3077,70.3814,60.0483
2017-01-11,126.09,829.86,799.02,,152.719,34.8314,115.6155,60.4997,28.2743,37.8819,104.3528,68.2024,14.0483,11.2,28.4018,70.9475,60.4783
2017-01-12,126.62,829.53,813.64,,152.9011,34.6052,115.1328,59.9444,28.1712,37.9691,102.646,67.9366,13.9072,10.76,27.5734,70.6173,60.4966
2017-01-13,128.34,830.94,817.14,,152.3458,34.6806,114.93,60.0305,28.1993,38.0272,102.6361,68.1277,13.8884,10.58,27.7146,70.7588,61.192
2017-01-17,127.87,827.46,809.72,,152.8465,34.69,115.8569,59.8678,28.1243,37.8723,100.3339,67.6957,13.7098,9.82,27.8841,70.2777,58.7308
2017-01-18,127.92,829.02,807.48,,151.8541,34.6523,115.8472,59.839,28.1618,37.9594,102.1598,68.7673,13.7098,9.88,27.7617,70.1739,59.5908
2017-01-19,127.55,824.37,809.04,,151.8632,34.4732,115.6445,59.6476,28.1149,37.9788,104.3528,68.6926,13.9731,9.77,27.8935,69.7022,58.9595
2017-01-20,127.04,828.17,808.33,,155.2681,34.822,115.8569,60.0688,28.2274,38.6181,103.2116,68.651,13.8508,9.75,28.3077,70.523,57.5322
2017-01-23,128.93,844.43,817.88,,155.7051,34.6617,115.9341,60.2795,28.3869,38.434,104.2833,68.1609,13.7944,9.91,28.5525,71.4475,50.2126
2017-01-24,129.37,849.53,822.44,,160.1388,35.463,115.8279,60.8156,28.6963,38.8409,106.5061,70.2959,14.2645,10.44,29.0137,72.7212,50.3224
2017-01-25,131.48,858.45,836.52,,162.3146,35.6327,117.672,60.9688,28.7901,38.8893,106.9626,70.5285,14.2834,10.35,29.475,74.1364,52.0608
2017-01-26,132.78,856.98,839.15,,162.6514,35.4064,117.7299,61.5337,28.8276,38.8699,108.8083,69.9636,13.9072,10.52,29.2868,74.7779,49.4532
2017-01-27,132.18,845.03,835.77,,161.4133,35.8024,117.7396,62.9794,29.0527,38.9668,110.9121,72.4059,13.9166,10.67,29.4185,74.0848,49.627
2017-01-30,130.98,823.83,830.38,,160.0477,35.2745,117.4306,62.3571,28.912,38.9668,109.1755,72.2979,13.9542,10.61,29.3621,73.9614,49.0506
2017-01-31,130.32,820.19,823.48,,158.8824,34.7089,117.1603,61.8975,28.8089,38.8505,108.3419,72.7216,14.1517,10.37,29.0985,71.7207,48.8859
2017-02-01,133.23,815.24,832.35,,158.673,34.4261,124.3048,60.8731,28.6026,38.589,113.0753,72.4308,14.0953,12.06,29.2585,72.4138,48.6297
2017-02-02,130.84,818.26,839.95,,158.937,34.5769,124.0924,60.4805,29.2403,38.7246,114.5043,73.1037,14.3022,12.28,28.9761,72.053,48.1814
2017-02-03,130.98,820.13,810.2,,160.0659,34.6718,124.6234,60.9688,29.3715,39.1605,113.502,73.8929,14.3586,12.24,29.155,72.6322,48.4742
2017-02-06,132.06,821.62,807.64,,160.1023,34.4345,125.7916,60.9305,29.3528,38.8409,116.4095,74.2418,14.3492,13.63,29.0608,72.3663,48.3827
2017-02-07,131.84,829.23,812.5,,162.4694,34.5104,126.9888,60.7294,29.4935,38.8118,118.2156,74.3249,14.509,13.29,28.7313,72.3283,48.7395
2017-02-08,134.2,829.88,819.71,,161.6527,34.5389,127.4812,60.6433,29.3247,38.7634,117.6996,74.5658,14.5843,13.56,28.5525,72.11,48.3918
2017-02-09,134.14,830.06,821.36,,162.607,33.6655,128.4024,61.3326,29.5404,38.9668,115.4867,74.7569,14.7065,13.42,28.4395,71.4928,48.3827
2017-02-10,134.19,834.85,827.46,,163.9559,33.5515,128.1115,61.2752,29.5497,39.5092,112.7479,74.6987,14.7817,13.58,28.9102,71.3599,49.4074
2017-02-13,134.05,838.96,836.53,,164.5799,33.9883,129.246,61.9645,29.9811,39.7998,107.5481,75.0725,15.0826,13.49,29.8328,71.7017,50.2583
2017-02-14,133.85,840.03,836.39,,165.2864,34.1117,130.9235,62.1957,30.3,39.8095,107.945,75.2802,15.1014,13.26,29.4939,71.8156,50.7615
2017-02-15,133.44,837.32,842.7,,166.7087,34.2256,131.3987,62.1572,30.7782,40.1097,108.1633,75.3965,15.0262,13.3,29.8892,71.8441,51.6856
2017-02-16,133.84,842.17,844.14,,166.4793,34.5674,131.2387,62.1475,31.5097,40.2841,106.4268,75.5543,14.9698,12.97,30.4258,72.3948,52.0425
2017-02-17,133.53,846.55,845.07,,165.7819,34.6338,131.6023,62.2439,31.641,40.7393,106.4069,75.7786,14.998,13.13,30.4447,72.5752,51.6582
2017-02-21,133.72,849.27,856.44,,165.4057,34.6718,132.5526,62.1186,32.0067,40.9427,110.2174,76.7174,15.1672,14.0,30.4352,73.1828,51.9235
2017-02-22,136.12,851.36,855.61,,166.2223,34.2446,132.9501,61.9934,31.9692,41.1752,110.0485,76.2272,15.2331,14.28,30.1905,73.3253,52.2438
2017-02-23,135.36,851.0,852.19,,166.6811,34.349,132.3877,62.2439,31.9223,41.6111,99.8445,75.3799,16.5495,14.32,29.8892,73.2398,52.2804
2017-02-24,135.44,847.81,845.24,,166.4059,34.6813,132.5138,62.2439,32.1849,41.8145,100.8082,75.6042,16.5965,14.12,30.0493,73.3348,52.3536
2017-02-27,136.41,849.67,848.64,,164.6166,34.6623,132.7756,61.8682,32.1286,41.3592,103.7393,75.2387,16.5965,15.2,29.6821,73.2873,52.3905
2017-02-28,135.54,844.93,845.04,,165.0019,34.368,132.8338,61.6274,32.0536,41.2527,100.8281,74.6738,16.3332,14.46,29.6257,72.7461,52.1596
2017-03-01,137.42,856.75,853.08,,166.9564,34.1117,135.5488,62.5521,32.2974,41.5723,102.1297,75.3965,16.5683,14.96,29.7292,74.1987,52.6491
2017-03-02,136.76,849.85,848.91,,165.6534,34.0927,134.744,61.6563,32.2506,41.5433,98.364,74.5159,16.2862,13.9,29.0608,74.1323,52.058
2017-03-03,137.17,849.08,849.88,,165.213,34.0832,135.5391,61.8875,32.1568,41.3495,97.7977,74.5076,16.3144,13.03,29.042,73.9234,52.1227
2017-03-06,137.42,847.27,846.61,,165.5984,33.7699,135.1125,61.9067,32.063,41.2333,97.0426,73.8181,16.3928,13.04,29.042,74.3507,52.1319
2017-03-07,137.3,851.15,846.02,,165.5158,33.9883,135.287,62.032,32.0724,41.2624,98.1057,74.2086,16.3644,13.05,29.475,75.1197,52.3905
2017-03-08,137.72,853.64,850.5,,164.6624,33.8174,134.7828,62.6003,31.9036,41.272,97.9268,74.5492,16.4117,13.22,29.3903,75.3286,53.3509
2017-03-09,138.24,857.84,853.0,,162.5795,34.0072,134.4725,62.3498,31.9505,41.1074,97.907,74.2086,16.4496,13.33,29.1644,75.1292,53.5356
2017-03-10,138.79,861.405,852.46,,163.1759,34.0927,134.9185,62.5425,32.1286,41.3398,98.4833,74.6821,16.4781,13.91,29.2397,76.2685,54.1544
2017-03-13,139.6,864.58,854.59,,161.9188,33.3806,134.9767,62.3306,31.9786,41.243,101.1957,74.6655,16.5728,14.28,29.6539,76.9236,53.9881
2017-03-14,139.32,865.91,852.53,,161.2398,33.3996,134.7731,62.0416,31.9974,41.4464,101.1262,75.0808,16.5539,14.1,29.3809,76.9901,53.7665
2017-03-15,139.72,868.39,852.97,,161.3224,33.3237,136.1985,62.3691,32.1099,41.6982,101.8912,75.6706,16.6486,13.98,30.0399,77.6832,54.0436
2017-03-16,139.99,870.0,853.42,,162.6345,33.3617,136.4215,62.2631,32.1005,44.2941,103.1431,76.4848,16.7244,13.65,30.5106,77.5787,53.8866
2017-03-17,139.84,872.37,852.31,,161.1756,33.4851,135.7427,62.4847,32.1005,44.2263,105.3886,76.925,16.6392,13.49,30.68,78.044,53.1478
2017-03-20,139.94,867.91,856.97,,161.2215,33.637,137.1681,62.5425,32.1474,43.8098,108.7469,76.9334,16.6392,14.4,30.9248,77.4648,53.3879
2017-03-21,138.51,850.14,843.2,,159.5514,33.2667,135.5973,61.8489,31.7723,43.432,105.2296,74.8648,16.2507,13.82,30.5765,75.7178,52.4551
2017-03-22,139.59,849.8,848.06,,160.3773,33.58,137.1293,62.6388,31.9786,43.3836,107.3758,75.8036,16.3265,14.1,30.7742,76.6103,52.6768
2017-03-23,139.53,839.65,847.38,,160.414,33.4851,136.6445,62.4847,31.8473,43.5386,106.4021,75.7122,16.3075,13.79,30.6518,76.5913,52.4644
2017-03-24,140.34,835.14,845.61,,159.5056,33.3806,136.373,62.5906,31.9598,43.248,106.7796,76.2023,16.3265,13.7,30.8871,76.5154,52.5659
2017-03-27,140.32,838.51,846.82,,159.4505,33.599,136.6057,62.7062,31.8754,43.432,107.5546,76.3435,16.298,13.7,31.226,76.4584,52.3258
2017-03-28,141.76,840.63,856.0,,160.1295,33.7984,139.4371,62.8892,31.9036,43.2867,106.9982,76.5429,16.3549,13.69,31.3955,76.5344,52.9908
2017-03-29,142.65,849.87,874.32,,159.6065,33.7699,139.7474,63.0626,31.641,43.1221,106.6504,76.2937,16.3549,13.71,31.0001,76.4204,52.9723
2017-03-30,142.41,849.48,876.34,,159.5331,33.9408,139.5632,63.2938,31.641,43.277,108.6972,75.9448,16.7244,14.05,31.1319,76.9426,52.8245
2017-03-31,142.05,847.8,886.54,,159.79,34.2446,139.3014,63.4383,31.6973,43.2092,108.2302,76.5429,16.9424,14.55,30.9154,76.4869,52.9538
2017-04-03,142.28,856.75,891.51,,160.1203,34.33,139.3402,63.1397,31.491,43.2092,107.6838,76.1525,16.6676,14.64,30.9624,76.297,52.1781
2017-04-04,141.73,852.57,906.83,,160.1387,34.444,140.3777,63.3131,31.6045,43.1899,100.1326,76.6177,16.7908,14.16,30.9342,76.5249,52.3443
2017-04-05,141.85,848.91,909.28,,158.6338,34.387,139.6505,63.1493,31.2166,43.093,99.3874,75.7205,16.7623,14.17,30.9718,76.0312,52.1504
2017-04-06,141.17,845.095,898.28,,158.2393,34.2066,139.3014,63.3131,31.2923,42.7927,100.1127,76.0279,16.6392,13.27,30.9342,76.0502,52.2058
2017-04-07,140.78,842.1,894.88,,157.9548,34.2066,138.9911,63.2649,31.1788,42.8993,99.6855,76.7007,16.4591,13.52,30.9436,76.4584,52.0118
2017-04-10,141.04,841.7,907.04,,157.0923,33.9883,138.8263,63.1204,31.2261,42.802,97.1419,76.8586,16.4496,13.1,30.6141,76.0786,52.1965
2017-04-11,139.92,839.88,902.36,,156.5234,33.9313,137.333,63.0722,31.1409,42.9674,97.4897,76.7838,16.6202,13.1,30.5011,75.395,51.116
2017-04-12,139.58,841.46,896.23,,156.5968,33.8269,137.4978,62.8314,30.8572,42.9771,96.6849,75.7786,17.075,12.76,30.3882,74.5121,49.306
2017-04-13,139.39,840.18,884.67,,155.5599,33.4661,136.7706,62.5617,30.668,42.802,94.8766,75.438,17.2456,12.31,29.9646,73.9044,48.7519
2017-04-17,141.42,855.13,901.99,,157.0005,33.6845,137.5269,63.0722,30.8477,43.0841,98.5925,75.87,17.2456,12.79,30.1528,74.7399,48.8442
2017-04-18,140.96,853.99,903.78,,156.037,33.955,136.916,62.9856,30.9045,43.3079,98.6522,76.1691,17.2645,12.95,29.9269,75.5849,48.641
2017-04-19,142.27,856.51,899.2,,148.3659,34.0927,136.4118,62.6484,30.8855,42.9868,99.0397,76.2688,17.4161,12.84,29.7574,75.3571,48.5856
2017-04-20,143.8,860.08,902.06,,148.9257,34.349,138.1184,63.0915,31.0558,43.3176,100.6095,76.3103,17.5488,13.11,29.9269,76.6768,48.6318
2017-04-21,143.68,858.95,898.53,,147.1639,34.4819,137.9536,63.9584,31.0463,43.2203,101.0268,75.4713,17.3309,13.0,30.1999,75.7748,48.484
2017-04-24,145.47,878.93,907.41,,147.5034,34.8902,139.282,65.0469,31.4815,43.6191,102.2886,77.3155,17.5678,13.13,30.7836,76.9806,48.7703
2017-04-25,146.49,888.84,907.62,,147.1731,35.0041,140.145,65.4225,31.6139,43.5024,104.0671,77.2573,17.6341,13.49,31.1319,78.1959,48.9458
2017-04-26,146.56,889.14,909.29,,146.8703,35.0611,139.3208,65.3358,31.595,43.4732,103.3518,78.0133,17.653,13.41,31.066,77.0091,48.9827
